state,county,beneficiaries_with_part_a_and_part_b,ffs_beneficiaries,ma_beneficiaries,ma_participation_rate,average_age,percent_female,percent_male,percent_non-hispanic_white,percent_african_american,percent_hispanic,percent_other/unknown,percent_eligible_for_medicaid
MO,Livingston,"3,251","2,886",365,11.23,73,56.38,43.62,97.64,0.76,0.45,1.14,18.64
MO,Macon,"3,756","3,417",339,9.03,73,56.54,43.46,0.0,0.0,0.0,0.0,13.96
MO,Madison,"3,066","2,596",470,15.33,70,53.66,46.34,0.0,0.0,0.0,0.0,25.96
MO,Maries,"1,857","1,566",291,15.67,71,51.85,48.15,0.0,0.0,0.0,0.0,15.52
MO,Marion,"6,236","5,455",781,12.52,70,54.98,45.02,93.9,4.09,0.33,1.69,25.57
MO,McDonald,"3,700","2,426","1,274",34.43,69,51.73,48.27,0.0,0.0,0.0,0.0,22.88
MO,Mercer,821,750,71,8.65,73,52.4,47.6,0.0,0.0,0.0,0.0,17.07
MO,Miller,"5,035","4,057",978,19.42,71,53.12,46.88,97.81,0.44,0.47,1.28,20.14
MO,Mississippi,"2,973","2,719",254,8.54,70,55.65,44.35,0.0,0.0,0.0,0.0,33.17
MO,Moniteau,"2,724","2,225",499,18.32,72,52.94,47.06,97.17,0.54,0.63,1.66,13.62
MO,Monroe,"2,085","1,846",239,11.46,72,53.52,46.48,0.0,0.0,0.0,0.0,16.25
MO,Montgomery,"2,732","2,194",538,19.69,71,53.74,46.26,0.0,0.0,0.0,0.0,20.01
MO,Morgan,"5,656","4,667",989,17.49,71,52.11,47.89,97.81,0.39,0.66,1.14,18.13
MO,New Madrid,"3,751","3,244",507,13.52,69,55.61,44.39,86.9,12.02,0.4,0.68,33.45
MO,Newton,"11,301","8,342","2,959",26.18,71,53.66,46.34,95.53,0.5,0.89,3.08,16.54
MO,Nodaway,"3,640","3,416",224,6.15,73,54.57,45.43,0.0,0.0,0.0,0.0,14.55
MO,Oregon,"2,735","2,215",520,19.01,70,51.2,48.8,0.0,0.0,0.0,0.0,27.58
MO,Osage,"2,459","2,122",337,13.7,72,52.73,47.27,0.0,0.0,0.0,0.0,10.6
MO,Ozark,"2,824","1,918",906,32.08,70,49.06,50.94,0.0,0.0,0.0,0.0,20.8
MO,Pemiscot,"3,789","2,941",848,22.38,68,54.34,45.66,81.47,17.24,0.48,0.82,38.63
MO,Perry,"3,781","3,325",456,12.06,71,55.76,44.24,0.0,0.0,0.0,0.0,17.11
MO,Pettis,"8,001","6,612","1,389",17.36,72,55.57,44.43,94.59,2.5,1.19,1.72,19.09
MO,Phelps,"8,139","6,853","1,286",15.8,71,54.44,45.56,96.41,0.89,0.6,2.1,20.3
MO,Pike,"3,541","2,933",608,17.17,71,54.14,45.86,94.24,3.75,0.51,1.5,18.96
MO,Platte,"13,741","9,907","3,834",27.9,72,54.84,45.16,92.73,2.8,1.8,2.67,8.76
MO,Polk,"6,333","3,380","2,953",46.63,70,52.46,47.54,97.37,0.41,0.65,1.57,22.28
MO,Pulaski,"5,745","4,983",762,13.26,69,52.4,47.6,87.9,5.8,1.65,4.66,17.72
MO,Putnam,"1,322","1,185",137,10.36,72,53.59,46.41,0.0,0.0,0.0,0.0,19.24
MO,Ralls,"2,244","1,936",308,13.73,71,51.39,48.61,0.0,0.0,0.0,0.0,12.86
MO,Randolph,"4,846","3,970",876,18.08,71,55.16,44.84,93.83,4.18,0.58,1.41,21.41
MO,Ray,"4,582","3,364","1,218",26.58,71,54.28,45.72,96.94,1.49,0.36,1.22,14.89
MO,Reynolds,"1,627","1,414",213,13.09,70,51.49,48.51,0.0,0.0,0.0,0.0,26.38
MO,Ripley,"3,417","2,959",458,13.4,69,52.59,47.41,0.0,0.0,0.0,0.0,32.48
MO,Saline,"4,584","3,662",922,20.11,72,56.39,43.61,93.75,3.66,1.47,1.12,18.43
MO,Schuyler,874,784,90,10.3,71,54.34,45.66,0.0,0.0,0.0,0.0,21.68
MO,Scotland,906,855,51,5.63,72,54.97,45.03,0.0,0.0,0.0,0.0,16.02
MO,Scott,"9,109","7,933","1,176",12.91,69,55.62,44.38,91.81,6.72,0.53,0.95,27.98
MO,Shannon,"2,000","1,588",412,20.6,69,53.21,46.79,0.0,0.0,0.0,0.0,29.79
MO,Shelby,"1,443","1,319",124,8.59,73,55.04,44.96,0.0,0.0,0.0,0.0,16.45
MO,St. Charles,"59,024","32,796","26,228",44.44,72,56.04,43.96,93.24,3.27,1.06,2.42,11.14
MO,St. Clair,"2,604","1,863",741,28.46,71,51.85,48.15,0.0,0.0,0.0,0.0,18.09
MO,St. Francois,"14,029","10,858","3,171",22.6,69,53.88,46.12,97.37,0.87,0.59,1.18,26.5
MO,St. Louis,"181,157","105,825","75,332",41.58,72,57.88,42.12,77.41,18.01,0.89,3.69,14.83
MO,St. Louis City,"45,509","26,112","19,397",42.62,67,54.62,45.38,46.78,49.05,1.14,3.03,41.98
MO,Ste. Genevieve,"3,702","3,026",676,18.26,71,51.39,48.61,97.69,0.56,0.4,1.35,14.71
MO,Stoddard,"7,249","6,002","1,247",17.2,70,55.01,44.99,98.23,0.77,0.32,0.68,26.32
MO,Stone,"9,298","5,431","3,867",41.59,72,52.37,47.63,0.0,0.0,0.0,0.0,11.07
MO,Sullivan,"1,414","1,293",121,8.56,71,54.37,45.63,0.0,0.0,0.0,0.0,20.8
MO,Taney,"12,611","7,545","5,066",40.17,71,52.92,47.08,96.24,0.5,1.13,2.13,16.12
MO,Texas,"5,505","4,645",860,15.62,71,53.28,46.72,0.0,0.0,0.0,0.0,22.73
MO,UNKNOWN,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,Vernon,"4,288","3,399",889,20.73,70,52.93,47.07,0.0,0.0,0.0,0.0,20.86
MO,Warren,"6,356","3,511","2,845",44.76,70,53.66,46.34,95.27,2.05,0.97,1.71,16.18
MO,Washington,"5,005","3,575","1,430",28.57,68,51.16,48.84,98.21,0.59,0.34,0.87,28.95
MO,Wayne,"3,563","2,926",637,17.88,69,49.38,50.62,0.0,0.0,0.0,0.0,28.47
MO,Webster,"7,256","3,453","3,803",52.41,69,50.85,49.15,97.34,0.32,0.93,1.42,21.37
MO,Worth,517,487,30,5.8,74,51.13,48.87,0.0,0.0,0.0,0.0,15.61
MO,Wright,"4,602","2,801","1,801",39.14,70,52.45,47.55,97.64,0.39,0.68,1.29,28.49
MS,Adams,"6,894","5,799","1,095",15.88,71,56.99,43.01,52.11,46.51,0.43,0.95,34.23
MS,Alcorn,"8,758","8,434",324,3.7,68,55.55,44.45,89.68,9.11,0.38,0.83,32.14
MS,Amite,"3,140","2,734",406,12.93,70,54.35,45.65,0.0,0.0,0.0,0.0,34.13
MS,Attala,"4,005","3,193",812,20.27,71,56.0,44.0,0.0,0.0,0.0,0.0,35.42
MS,Benton,"1,915","1,652",263,13.73,68,53.27,46.73,0.0,0.0,0.0,0.0,42.55
MS,Bolivar,"6,819","5,991",828,12.14,68,55.58,44.42,39.51,58.69,0.82,0.98,43.75
MS,Calhoun,"3,506","3,224",282,8.04,69,55.74,44.26,75.59,23.45,0.47,0.5,37.75
MS,Carroll,"2,592","2,429",163,6.29,70,53.27,46.73,0.0,0.0,0.0,0.0,29.27
MS,Chickasaw,"3,931","3,427",504,12.82,69,56.96,43.04,63.96,34.87,0.53,0.64,37.26
MS,Choctaw,"1,732","1,564",168,9.7,69,56.97,43.03,0.0,0.0,0.0,0.0,39.51
MS,Claiborne,"1,743","1,333",410,23.52,68,55.44,44.56,0.0,0.0,0.0,0.0,42.54
MS,Clarke,"3,909","3,387",522,13.35,70,54.86,45.14,0.0,0.0,0.0,0.0,30.17
MS,Clay,"4,346","3,757",589,13.55,70,56.43,43.57,53.85,45.25,0.35,0.56,32.93
MS,Coahoma,"4,764","4,274",490,10.29,68,54.84,45.16,33.43,65.11,0.4,1.05,50.05
MS,Copiah,"5,729","4,110","1,619",28.26,69,56.25,43.75,62.24,36.86,0.29,0.61,32.82
MS,Covington,"4,041","3,288",753,18.63,70,55.81,44.19,73.91,25.3,0.33,0.46,34.91
MS,DeSoto,"24,340","19,554","4,786",19.66,71,57.27,42.73,83.95,13.74,0.88,1.43,14.3
MS,Forrest,"12,723","10,000","2,723",21.4,70,56.27,43.73,71.68,26.51,0.69,1.12,29.38
MS,Franklin,"1,778","1,620",158,8.89,70,54.44,45.56,0.0,0.0,0.0,0.0,33.09
MS,George,"4,188","3,238",950,22.68,69,51.88,48.12,93.05,5.9,0.43,0.62,23.13
MS,Greene,"2,343","2,086",257,10.97,69,52.88,47.12,0.0,0.0,0.0,0.0,34.95
MS,Grenada,"5,155","4,441",714,13.85,69,56.41,43.59,64.9,34.14,0.32,0.65,36.19
MS,Hancock,"8,787","5,915","2,872",32.68,70,53.32,46.68,89.55,6.37,2.2,1.88,22.13
MS,Harrison,"34,324","27,020","7,304",21.28,70,55.15,44.85,77.94,17.04,1.64,3.39,23.19
MS,Hinds,"38,327","26,386","11,941",31.16,70,57.05,42.95,46.43,51.97,0.33,1.27,28.73
MS,Holmes,"3,938","3,188",750,19.05,68,55.21,44.79,0.0,0.0,0.0,0.0,51.0
MS,Humphreys,"1,833","1,604",229,12.49,68,55.36,44.64,31.67,66.65,0.94,0.75,53.24
MS,Issaquena,164,138,26,15.85,70,47.1,52.9,0.0,0.0,0.0,0.0,42.75
MS,Itawamba,"5,359","5,060",299,5.58,70,54.86,45.14,94.15,4.64,0.42,0.79,29.94
MS,Jackson,"25,553","19,012","6,541",25.6,70,54.47,45.53,80.53,15.48,1.53,2.46,18.33
MS,Jasper,"3,749","3,105",644,17.18,70,54.36,45.64,0.0,0.0,0.0,0.0,35.17
MS,Jefferson,"1,599","1,333",266,16.64,68,52.51,47.49,0.0,0.0,0.0,0.0,46.59
MS,Jefferson Davis,"2,635","2,327",308,11.69,69,55.48,44.52,0.0,0.0,0.0,0.0,38.46
MS,Jones,"13,473","11,228","2,245",16.66,70,55.74,44.26,79.54,18.87,0.46,1.12,29.03
MS,Kemper,"1,915","1,604",311,16.24,70,52.56,47.44,51.62,46.76,0.0,1.62,36.22
MS,Lafayette,"6,949","6,358",591,8.5,70,54.8,45.2,76.28,21.94,0.25,1.53,23.62
MS,Lamar,"8,258","6,654","1,604",19.42,71,56.0,44.0,88.1,10.08,0.6,1.22,20.26
MS,Lauderdale,"14,442","12,419","2,023",14.01,71,56.8,43.2,69.77,28.75,0.46,1.01,26.4
MS,Lawrence,"3,146","2,757",389,12.36,70,53.54,46.46,0.0,0.0,0.0,0.0,30.4
MS,Leake,"4,250","3,377",873,20.54,70,55.58,44.42,67.81,28.49,0.47,3.23,35.5
MS,Lee,"16,146","14,871","1,275",7.9,70,56.88,43.12,78.09,20.66,0.3,0.95,29.61
MS,Leflore,"5,796","5,479",317,5.47,68,57.29,42.71,36.67,62.18,0.24,0.91,49.72
MS,Lincoln,"7,141","6,097","1,044",14.62,70,56.37,43.63,77.17,21.67,0.2,0.97,30.0
MS,Lowndes,"11,137","9,891","1,246",11.19,70,56.69,43.31,62.57,35.9,0.47,1.06,30.68
MS,Madison,"15,215","11,895","3,320",21.82,72,57.59,42.41,70.8,26.7,0.45,2.05,18.97
MS,Marion,"5,637","4,609","1,028",18.24,70,54.55,45.45,73.49,25.49,0.33,0.69,35.0
MS,Marshall,"7,043","5,520","1,523",21.62,69,56.23,43.77,61.68,36.97,0.58,0.76,32.92
MS,Monroe,"8,402","7,654",748,8.9,70,56.3,43.7,74.97,24.08,0.22,0.73,30.91
MS,Montgomery,"2,615","2,505",110,4.21,70,56.41,43.59,0.0,0.0,0.0,0.0,38.68
MS,Neshoba,"5,592","4,983",609,10.89,70,55.53,44.47,76.12,16.46,0.3,7.12,33.75
MS,Newton,"4,708","4,024",684,14.53,70,56.49,43.51,74.25,23.33,0.32,2.09,30.59
MS,Noxubee,"2,427","2,323",104,4.29,69,54.11,45.89,0.0,0.0,0.0,0.0,50.11
MS,Oktibbeha,"6,215","5,604",611,9.83,70,55.57,44.43,60.17,38.31,0.39,1.12,30.51
MS,Panola,"6,960","5,762","1,198",17.21,68,54.96,45.04,64.63,34.29,0.5,0.57,35.86
MS,Pearl River,"12,670","9,344","3,326",26.25,70,52.86,47.14,88.66,8.7,1.5,1.15,25.19
MS,Perry,"2,647","2,231",416,15.72,69,51.95,48.05,0.0,0.0,0.0,0.0,33.39
MS,Pike,"8,384","6,563","1,821",21.72,70,55.08,44.92,60.38,38.11,0.58,0.93,35.32
MS,Pontotoc,"5,941","5,321",620,10.44,69,56.59,43.41,86.06,12.57,0.7,0.68,32.06
MS,Prentiss,"5,488","5,214",274,4.99,69,56.9,43.1,89.51,9.61,0.23,0.65,35.33
MS,Quitman,"1,632","1,471",161,9.87,68,55.68,44.32,0.0,0.0,0.0,0.0,51.46
MS,Rankin,"24,320","18,957","5,363",22.05,71,57.56,42.44,86.56,11.45,0.66,1.33,17.67
MS,Scott,"5,352","4,226","1,126",21.04,69,57.03,42.97,68.86,28.68,1.73,0.73,38.52
MS,Sharkey,"1,110",970,140,12.61,70,54.74,45.26,0.0,0.0,0.0,0.0,49.28
MS,Simpson,"5,603","4,609",994,17.74,68,55.0,45.0,73.29,25.65,0.26,0.8,34.41
MS,Smith,"3,210","2,683",527,16.42,70,54.34,45.66,81.22,17.89,0.41,0.48,28.77
MS,Stone,"3,500","2,675",825,23.57,69,52.26,47.74,86.32,12.11,0.71,0.86,26.88
MS,Sunflower,"4,691","4,154",537,11.45,68,57.44,42.56,37.29,61.29,0.43,0.99,46.73
MS,Tallahatchie,"2,665","2,408",257,9.64,68,55.11,44.89,0.0,0.0,0.0,0.0,50.71
MS,Tate,"5,424","4,350","1,074",19.8,70,54.99,45.01,78.16,20.55,0.48,0.8,25.26
MS,Tippah,"5,218","4,839",379,7.26,68,54.33,45.67,85.62,12.96,0.81,0.62,36.31
MS,Tishomingo,"5,039","4,812",227,4.5,69,55.34,44.66,96.07,2.95,0.29,0.69,30.61
MS,Tunica,"1,709","1,338",371,21.71,67,53.14,46.86,0.0,0.0,0.0,0.0,50.97
MS,UNKNOWN,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,Union,"6,056","5,569",487,8.04,69,55.99,44.01,86.55,12.41,0.41,0.63,29.97
MS,Walthall,"3,304","2,796",508,15.38,70,53.68,46.32,65.63,32.8,0.64,0.93,35.3
MS,Warren,"8,865","7,256","1,609",18.15,70,56.53,43.47,64.8,33.32,0.48,1.39,25.8
MS,Washington,"9,805","7,840","1,965",20.04,69,56.2,43.8,40.08,58.34,0.32,1.26,40.93
MS,Wayne,"4,050","3,492",558,13.78,70,54.55,45.45,0.0,0.0,0.0,0.0,31.73
MS,Webster,"2,839","2,683",156,5.49,69,55.8,44.2,81.92,16.77,0.45,0.86,34.85
MS,Wilkinson,"1,921","1,618",303,15.77,69,55.13,44.87,0.0,0.0,0.0,0.0,49.38
MS,Winston,"4,420","3,894",526,11.9,71,56.91,43.09,63.84,34.67,0.41,1.08,35.64
MS,Yalobusha,"3,590","3,217",373,10.39,69,54.49,45.51,73.3,25.92,0.44,0.34,35.62
MS,Yazoo,"4,780","4,062",718,15.02,70,55.91,44.09,54.11,44.71,0.27,0.91,40.62
MT,Beaverhead,"2,052","1,733",319,15.55,73,48.3,51.7,0.0,0.0,0.0,0.0,14.2
MT,Big Horn,"1,577","1,378",199,12.62,70,53.92,46.08,0.0,0.0,0.0,0.0,24.24
MT,Blaine,"1,007",935,72,7.15,72,54.55,45.45,0.0,0.0,0.0,0.0,20.53
MT,Broadwater,"1,272",978,294,23.11,72,50.82,49.18,95.91,0.0,1.33,2.76,14.72
MT,Carbon,"2,511","1,883",628,25.01,72,49.92,50.08,0.0,0.0,0.0,0.0,13.86
MT,Carter,293,265,28,9.56,75,53.58,46.42,0.0,0.0,0.0,0.0,6.79
MT,Cascade,"16,517","11,911","4,606",27.89,72,53.42,46.58,91.5,0.6,1.3,6.61,18.09
MT,Chouteau,"1,123",898,225,20.04,74,52.0,48.0,0.0,0.0,0.0,0.0,13.36
MT,Custer,"2,410","2,209",201,8.34,72,53.28,46.72,0.0,0.0,0.0,0.0,19.06
MT,Daniels,434,422,12,2.76,76,54.03,45.97,96.21,0.0,0.0,3.79,6.16
MT,Dawson,"1,713","1,644",69,4.03,74,53.28,46.72,0.0,0.0,0.0,0.0,10.58
MT,Deer Lodge,"2,329","2,029",300,12.88,71,51.85,48.15,0.0,0.0,0.0,0.0,22.57
MT,Fallon,514,500,14,2.72,75,56.2,43.8,0.0,0.0,0.0,0.0,7.6
MT,Fergus,"2,846","2,165",681,23.93,73,51.32,48.68,0.0,0.0,0.0,0.0,14.23
MT,Flathead,"20,196","15,040","5,156",25.53,71,51.46,48.54,95.25,0.13,1.04,3.58,14.69
MT,Gallatin,"12,957","9,813","3,144",24.26,72,51.82,48.18,95.07,0.23,1.02,3.68,10.32
MT,Garfield,267,251,16,5.99,74,51.39,48.61,0.0,0.0,0.0,0.0,10.76
MT,Glacier,"1,567","1,483",84,5.36,71,52.8,47.2,0.0,0.0,0.0,0.0,29.8
MT,Golden Valley,254,198,56,22.05,73,46.97,53.03,94.44,0.0,0.0,5.56,9.6
MT,Granite,874,741,133,15.22,72,45.48,54.52,0.0,0.0,0.0,0.0,12.01
MT,Hill,"2,731","2,444",287,10.51,72,52.0,48.0,0.0,0.0,0.0,0.0,18.49
MT,Jefferson,"2,444","1,868",576,23.57,71,47.64,52.36,0.0,0.0,0.0,0.0,11.83
MT,Judith Basin,495,358,137,27.68,73,49.44,50.56,0.0,0.0,0.0,0.0,10.06
MT,Lake,"6,396","5,041","1,355",21.19,71,52.15,47.85,0.0,0.0,0.0,0.0,18.25
MT,Lewis and Clark,"12,678","9,593","3,085",24.33,71,51.99,48.01,94.59,0.17,0.97,4.27,15.97
MT,Liberty,390,361,29,7.44,76,54.29,45.71,0.0,0.0,0.0,0.0,11.08
MT,Lincoln,"6,387","4,477","1,910",29.9,70,47.06,52.94,0.0,0.0,0.0,0.0,20.48
MT,Madison,"2,106","1,805",301,14.29,73,47.65,52.35,0.0,0.0,0.0,0.0,8.48
MT,McCone,313,313,0,0.0,75,57.19,42.81,0.0,0.0,0.0,0.0,7.35
MT,Meagher,502,462,40,7.97,72,49.13,50.87,0.0,0.0,0.0,0.0,17.1
MT,Mineral,"1,269","1,005",264,20.8,71,49.25,50.75,95.22,0.0,1.09,3.68,16.72
MT,Missoula,"19,063","14,919","4,144",21.74,70,52.35,47.65,93.98,0.27,1.0,4.75,20.09
MT,Musselshell,"1,167",961,206,17.65,71,49.01,50.99,0.0,0.0,0.0,0.0,18.11
MT,Park,"3,507","2,715",792,22.58,72,51.45,48.55,0.0,0.0,0.0,0.0,14.95
MT,Petroleum,91,77,14,15.38,74,49.35,50.65,0.0,0.0,0.0,0.0,0.0
MT,Phillips,944,876,68,7.2,74,52.51,47.49,0.0,0.0,0.0,0.0,15.64
MT,Pondera,"1,224",995,229,18.71,73,50.85,49.15,0.0,0.0,0.0,0.0,18.89
MT,Powder River,359,322,37,10.31,75,53.11,46.89,0.0,0.0,0.0,0.0,8.07
MT,Powell,"1,428","1,179",249,17.44,72,50.98,49.02,0.0,0.0,0.0,0.0,15.27
MT,Prairie,357,335,22,6.16,74,48.06,51.94,0.0,0.0,0.0,0.0,12.84
MT,Ravalli,"11,190","8,369","2,821",25.21,72,51.24,48.76,95.58,0.23,1.4,2.8,14.0
MT,Richland,"1,677","1,662",15,0.89,73,54.51,45.49,0.0,0.0,0.0,0.0,12.58
MT,Roosevelt,"1,478","1,443",35,2.37,71,52.53,47.47,0.0,0.0,0.0,0.0,22.18
MT,Rosebud,"1,474","1,314",160,10.85,72,51.75,48.25,0.0,0.0,0.0,0.0,18.19
MT,Sanders,"3,622","2,852",770,21.26,71,46.53,53.47,0.0,0.0,0.0,0.0,16.34
MT,Sheridan,879,833,46,5.23,75,54.62,45.38,0.0,0.0,0.0,0.0,11.04
MT,Silver Bow,"7,194","5,901","1,293",17.97,71,52.99,47.01,95.0,0.19,2.15,2.66,21.32
MT,Stillwater,"2,051","1,547",504,24.57,72,50.16,49.84,0.0,0.0,0.0,0.0,10.08
MT,Sweet Grass,863,712,151,17.5,74,49.72,50.28,0.0,0.0,0.0,0.0,6.04
MT,Teton,"1,403",911,492,35.07,73,52.69,47.31,0.0,0.0,0.0,0.0,14.49
MT,Toole,806,723,83,10.3,73,54.08,45.92,0.0,0.0,0.0,0.0,18.26
MT,Treasure,195,177,18,9.23,75,53.11,46.89,0.0,0.0,0.0,0.0,10.17
MT,UNKNOWN,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,Valley,"1,768","1,705",63,3.56,73,52.2,47.8,0.0,0.0,0.0,0.0,14.43
MT,Wheatland,490,420,70,14.29,74,51.19,48.81,0.0,0.0,0.0,0.0,16.19
MT,Wibaux,0,245,0,0.0,75,52.24,47.76,0.0,0.0,0.0,0.0,9.8
MT,Yellowstone,"27,218","20,423","6,795",24.97,72,55.02,44.98,92.7,0.38,2.1,4.82,17.0
NC,Alamance,"29,880","13,170","16,710",55.92,70,55.26,44.74,77.65,18.07,2.18,2.1,22.97
NC,Alexander,"7,705","5,051","2,654",34.45,71,55.63,44.37,93.25,4.87,0.77,1.11,22.77
NC,Alleghany,"3,181","2,050","1,131",35.55,72,54.88,45.12,97.17,0.78,1.22,0.83,25.37
NC,Anson,"5,174","3,879","1,295",25.03,69,55.63,44.37,0.0,0.0,0.0,0.0,32.46
NC,Ashe,"7,190","5,099","2,091",29.08,71,54.66,45.34,97.49,0.53,0.75,1.24,25.67
NC,Avery,"4,055","2,960","1,095",27.0,72,54.49,45.51,0.0,0.0,0.0,0.0,23.85
NC,Beaufort,"12,579","10,437","2,142",17.03,71,54.2,45.8,74.6,23.42,0.52,1.47,22.76
NC,Bertie,"5,103","4,550",553,10.84,69,56.35,43.65,0.0,0.0,0.0,0.0,38.55
NC,Bladen,"7,501","5,523","1,978",26.37,69,53.9,46.1,61.92,35.36,0.76,1.96,34.58
NC,Brunswick,"38,925","31,034","7,891",20.27,71,52.2,47.8,89.52,6.81,0.89,2.78,10.53
NC,Buncombe,"53,577","39,000","14,577",27.21,71,55.65,44.35,90.61,5.39,1.12,2.88,19.8
NC,Burke,"19,483","12,725","6,758",34.69,70,54.57,45.43,91.45,5.42,0.75,2.38,24.86
NC,Cabarrus,"29,512","18,068","11,444",38.78,71,56.2,43.8,82.22,12.98,2.03,2.77,18.19
NC,Caldwell,"18,203","11,000","7,203",39.57,70,54.86,45.14,93.89,4.01,0.86,1.24,26.33
NC,Camden,"1,835","1,626",209,11.39,72,52.21,47.79,0.0,0.0,0.0,0.0,13.35
NC,Carteret,"17,002","14,003","2,999",17.64,72,53.58,46.42,92.57,4.61,0.69,2.13,15.52
NC,Caswell,"5,573","2,861","2,712",48.66,69,52.85,47.15,65.89,32.51,0.56,1.05,33.66
NC,Catawba,"33,005","21,132","11,873",35.97,71,55.36,44.64,90.06,5.98,1.27,2.69,19.35
NC,Chatham,"15,942","9,622","6,320",39.64,73,54.66,45.34,85.21,10.23,1.3,3.26,10.49
NC,Cherokee,"8,683","6,521","2,162",24.9,70,53.6,46.4,92.75,0.71,0.63,5.92,22.48
NC,Chowan,"3,834","3,392",442,11.53,71,55.72,44.28,67.9,30.25,0.44,1.42,24.73
NC,Clay,"3,479","2,750",729,20.95,71,52.55,47.45,96.95,0.44,0.69,1.93,18.87
NC,Cleveland,"22,478","16,300","6,178",27.48,70,55.78,44.22,80.73,17.26,0.58,1.42,28.24
NC,Columbus,"13,029","10,676","2,353",18.06,69,55.17,44.83,68.42,28.76,0.39,2.44,32.48
NC,Craven,"21,330","18,980","2,350",11.02,72,54.93,45.07,77.49,19.1,1.17,2.23,16.95
NC,Cumberland,"47,036","33,986","13,050",27.74,69,55.63,44.37,54.95,36.89,3.84,4.33,21.89
NC,Currituck,"4,316","3,778",538,12.47,71,51.51,48.49,90.76,6.35,0.93,1.96,13.53
NC,Dare,"7,725","6,872",853,11.04,72,52.85,47.15,94.63,1.7,1.25,2.42,9.27
NC,Davidson,"33,894","14,242","19,652",57.98,70,54.63,45.37,87.93,7.97,1.45,2.65,23.24
NC,Davie,"9,293","4,349","4,944",53.2,72,54.66,45.34,91.15,5.66,1.15,2.05,16.72
NC,Duplin,"9,992","8,124","1,868",18.69,70,55.16,44.84,65.92,30.98,2.18,0.92,29.47
NC,Durham,"38,485","25,447","13,038",33.88,71,57.78,42.22,59.54,34.78,1.69,4.0,18.25
NC,Edgecombe,"11,536","9,370","2,166",18.78,69,55.92,44.08,43.52,55.57,0.33,0.58,36.8
NC,Forsyth,"64,258","27,753","36,505",56.81,70,55.75,44.25,71.89,22.93,2.07,3.12,21.72
NC,Franklin,"10,826","7,369","3,457",31.93,70,53.74,46.26,68.69,28.76,1.15,1.4,26.31
NC,Gaston,"41,058","24,928","16,130",39.29,70,56.54,43.46,85.37,11.28,1.38,1.97,24.54
NC,Gates,"2,330","1,890",440,18.88,71,51.85,48.15,0.0,0.0,0.0,0.0,21.64
NC,Graham,"2,107","1,614",493,23.4,71,54.46,45.54,0.0,0.0,0.0,0.0,31.91
NC,Granville,"10,545","7,198","3,347",31.74,69,54.21,45.79,63.52,33.94,1.01,1.53,29.48
NC,Greene,"3,434","2,913",521,15.17,70,54.38,45.62,61.76,35.98,1.2,1.06,29.49
NC,Guilford,"85,054","38,226","46,828",55.06,71,55.76,44.24,69.23,25.39,1.57,3.81,21.38
NC,Halifax,"13,478","10,702","2,776",20.6,69,56.01,43.99,45.28,51.01,0.39,3.32,38.9
NC,Harnett,"17,928","13,637","4,291",23.93,69,55.36,44.64,74.03,21.57,2.41,1.98,26.15
NC,Haywood,"16,873","11,663","5,210",30.88,71,55.96,44.04,96.25,1.02,0.75,1.97,21.96
NC,Henderson,"30,421","21,949","8,472",27.85,73,55.91,44.09,94.3,2.21,1.39,2.1,13.01
NC,Hertford,"4,980","4,187",793,15.92,70,56.27,43.73,40.03,58.71,0.36,0.91,36.49
NC,Hoke,"6,002","4,353","1,649",27.47,67,53.99,46.01,48.04,38.53,3.65,9.79,33.2
NC,Hyde,"1,035",849,186,17.97,71,53.71,46.29,0.0,0.0,0.0,0.0,34.39
NC,Iredell,"30,223","19,113","11,110",36.76,71,55.02,44.98,86.19,9.9,1.62,2.28,17.05
NC,Jackson,"7,852","5,803","2,049",26.1,71,54.42,45.58,93.21,0.9,0.81,5.08,20.92
NC,Johnston,"28,685","21,087","7,598",26.49,69,55.33,44.67,79.76,15.97,2.81,1.46,24.37
NC,Jones,"2,295","1,926",369,16.08,71,55.3,44.7,65.68,32.71,0.62,0.99,26.84
NC,Lee,"11,146","8,314","2,832",25.41,70,55.34,44.66,74.3,20.72,3.12,1.86,23.07
NC,Lenoir,"13,281","11,348","1,933",14.55,70,55.3,44.7,59.92,38.18,0.92,0.98,32.37
NC,Lincoln,"14,897","10,252","4,645",31.18,71,53.8,46.2,92.02,4.89,1.46,1.63,18.74
NC,Macon,"10,610","8,918","1,692",15.95,72,55.03,44.97,96.74,0.64,0.77,1.85,16.0
NC,Madison,"5,290","3,811","1,479",27.96,70,53.98,46.02,97.24,0.45,0.45,1.86,29.6
NC,Martin,"5,556","4,661",895,16.11,70,55.82,44.18,56.62,41.71,0.43,1.24,29.03
NC,McDowell,"10,686","7,300","3,386",31.69,69,54.27,45.73,94.48,2.96,0.84,1.73,28.52
NC,Mecklenburg,"119,741","76,618","43,123",36.01,71,57.04,42.96,65.55,26.58,2.99,4.87,19.66
NC,Mitchell,"4,173","2,993","1,180",28.28,71,54.76,45.24,0.0,0.0,0.0,0.0,26.46
NC,Montgomery,"5,497","3,970","1,527",27.78,71,55.42,44.58,77.68,19.87,1.01,1.44,30.98
