state,county,beneficiaries_with_part_a_and_part_b,ffs_beneficiaries,ma_beneficiaries,ma_participation_rate,average_age,percent_female,percent_male,percent_non-hispanic_white,percent_african_american,percent_hispanic,percent_other/unknown,percent_eligible_for_medicaid
KS,Marion,"2,868","2,800",68,2.37,74,54.79,45.21,0.0,0.0,0.0,0.0,12.18
KS,Marshall,"2,373","2,253",120,5.06,74,53.93,46.07,0.0,0.0,0.0,0.0,12.74
KS,McPherson,"5,889","5,433",456,7.74,74,56.38,43.62,96.82,0.28,0.64,2.26,11.49
KS,Meade,787,763,24,3.05,75,53.87,46.13,95.41,0.0,2.1,2.49,10.35
KS,Miami,"5,692","4,326","1,366",24.0,71,53.14,46.86,95.56,1.53,0.76,2.15,15.74
KS,Mitchell,"1,477","1,421",56,3.79,75,54.89,45.11,0.0,0.0,0.0,0.0,11.61
KS,Montgomery,"7,242","6,769",473,6.53,71,55.21,44.79,90.35,4.31,1.48,3.86,21.81
KS,Morris,"1,389","1,339",50,3.6,74,53.25,46.75,0.0,0.0,0.0,0.0,10.9
KS,Morton,565,546,19,3.36,73,55.13,44.87,0.0,0.0,0.0,0.0,13.0
KS,Nemaha,"2,154","2,080",74,3.44,75,55.0,45.0,0.0,0.0,0.0,0.0,12.16
KS,Neosho,"3,432","3,255",177,5.16,72,54.32,45.68,95.67,0.86,1.97,1.51,19.51
KS,Ness,732,710,22,3.01,76,54.08,45.92,0.0,0.0,0.0,0.0,8.45
KS,Norton,"1,134","1,079",55,4.85,74,54.96,45.04,0.0,0.0,0.0,0.0,12.79
KS,Osage,"3,433","3,137",296,8.62,72,52.76,47.24,0.0,0.0,0.0,0.0,14.76
KS,Osborne,933,914,19,2.04,75,54.6,45.4,0.0,0.0,0.0,0.0,13.57
KS,Ottawa,"1,302","1,266",36,2.76,73,54.27,45.73,0.0,0.0,0.0,0.0,12.24
KS,Pawnee,"1,351","1,329",22,1.63,73,54.4,45.6,92.78,2.03,3.16,2.03,13.92
KS,Phillips,"1,388","1,349",39,2.81,74,53.45,46.55,0.0,0.0,0.0,0.0,10.53
KS,Pottawatomie,"3,433","3,085",348,10.14,72,54.68,45.32,95.56,0.55,1.36,2.53,13.03
KS,Pratt,"1,949","1,918",31,1.59,74,56.41,43.59,0.0,0.0,0.0,0.0,12.67
KS,Rawlins,703,675,28,3.98,75,51.85,48.15,0.0,0.0,0.0,0.0,11.11
KS,Reno,"13,154","12,293",861,6.55,72,55.61,44.39,93.39,1.56,3.25,1.8,15.99
KS,Republic,"1,360","1,307",53,3.9,75,56.24,43.76,0.0,0.0,0.0,0.0,12.7
KS,Rice,"1,941","1,873",68,3.5,73,54.24,45.76,0.0,0.0,0.0,0.0,14.2
KS,Riley,"6,616","6,235",381,5.76,73,55.99,44.01,91.77,3.42,1.72,3.1,12.78
KS,Rooks,"1,195","1,167",28,2.34,74,55.1,44.9,0.0,0.0,0.0,0.0,12.17
KS,Rush,818,800,18,2.2,74,54.38,45.63,0.0,0.0,0.0,0.0,14.88
KS,Russell,"1,724","1,688",36,2.09,73,54.74,45.26,0.0,0.0,0.0,0.0,14.63
KS,Saline,"10,339","9,289","1,050",10.16,72,56.11,43.89,92.49,2.57,2.62,2.33,16.21
KS,Scott,950,934,16,1.68,74,53.53,46.47,0.0,0.0,0.0,0.0,11.35
KS,Sedgwick,"76,899","60,652","16,247",21.13,71,55.66,44.34,84.54,7.62,3.98,3.86,16.15
KS,Seward,"2,077","2,038",39,1.88,72,55.1,44.9,72.52,4.76,19.28,3.43,21.74
KS,Shawnee,"35,011","30,304","4,707",13.44,71,56.01,43.99,86.11,6.61,4.49,2.79,16.54
KS,Sheridan,0,550,0,0.0,75,54.55,45.45,0.0,0.0,0.0,0.0,8.55
KS,Sherman,"1,257","1,229",28,2.23,73,56.55,43.45,0.0,0.0,0.0,0.0,18.14
KS,Smith,"1,083","1,051",32,2.95,75,53.66,46.34,0.0,0.0,0.0,0.0,11.7
KS,Stafford,914,888,26,2.84,75,54.39,45.61,0.0,0.0,0.0,0.0,12.39
KS,Stanton,0,320,0,0.0,75,56.88,43.13,0.0,0.0,0.0,0.0,15.31
KS,Stevens,756,734,22,2.91,74,58.58,41.42,0.0,0.0,0.0,0.0,13.76
KS,Sumner,"4,647","4,022",625,13.45,72,55.22,44.78,94.63,0.9,2.64,1.84,13.48
KS,Thomas,"1,349","1,288",61,4.52,73,55.36,44.64,0.0,0.0,0.0,0.0,13.04
KS,Trego,0,710,0,0.0,74,54.65,45.35,0.0,0.0,0.0,0.0,13.8
KS,UNKNOWN,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,Wabaunsee,"1,375","1,256",119,8.65,72,51.43,48.57,0.0,0.0,0.0,0.0,11.78
KS,Wallace,0,344,0,0.0,75,52.91,47.09,0.0,0.0,0.0,0.0,9.3
KS,Washington,"1,451","1,401",50,3.45,75,53.53,46.47,0.0,0.0,0.0,0.0,12.35
KS,Wichita,0,403,0,0.0,74,52.61,47.39,0.0,0.0,0.0,0.0,12.41
KS,Wilson,"2,221","2,121",100,4.5,72,54.17,45.83,96.23,0.52,1.04,2.22,19.94
KS,Woodson,743,687,56,7.54,72,51.24,48.76,0.0,0.0,0.0,0.0,18.2
KS,Wyandotte,"22,180","13,823","8,357",37.68,69,55.34,44.66,61.25,28.64,7.85,2.26,24.66
KY,Adair,"4,055","3,155",900,22.19,69,52.77,47.23,96.58,2.16,0.38,0.89,35.72
KY,Allen,"4,176","3,202",974,23.32,68,53.06,46.94,97.66,1.19,0.44,0.72,27.42
KY,Anderson,"4,042","2,392","1,650",40.82,70,53.64,46.36,0.0,0.0,0.0,0.0,19.77
KY,Ballard,"1,872","1,482",390,20.83,71,53.24,46.76,0.0,0.0,0.0,0.0,19.97
KY,Barren,"9,410","7,057","2,353",25.01,70,55.26,44.74,94.91,3.73,0.45,0.91,29.72
KY,Bath,"2,611","1,697",914,35.01,69,52.21,47.79,0.0,0.0,0.0,0.0,38.95
KY,Bell,"6,609","5,224","1,385",20.96,66,50.75,49.25,0.0,0.0,0.0,0.0,45.39
KY,Boone,"17,791","10,219","7,572",42.56,70,55.58,44.42,95.03,1.29,0.99,2.69,13.46
KY,Bourbon,"4,156","2,588","1,568",37.73,71,55.14,44.86,90.61,7.03,0.93,1.43,22.18
KY,Boyd,"11,375","8,265","3,110",27.34,69,53.7,46.3,97.51,1.17,0.4,0.92,24.03
KY,Boyle,"6,440","4,619","1,821",28.28,70,55.92,44.08,91.51,6.45,0.43,1.6,24.53
KY,Bracken,"1,739","1,196",543,31.22,68,51.42,48.58,0.0,0.0,0.0,0.0,27.93
KY,Breathitt,"3,247","2,445",802,24.7,64,48.3,51.7,0.0,0.0,0.0,0.0,51.08
KY,Breckinridge,"4,426","3,566",860,19.43,69,51.85,48.15,96.07,2.13,0.62,1.18,27.48
KY,Bullitt,"13,810","8,932","4,878",35.32,69,53.48,46.52,97.74,0.48,0.31,1.47,15.38
KY,Butler,"2,838","1,972",866,30.51,69,53.09,46.91,0.0,0.0,0.0,0.0,32.91
KY,Caldwell,"3,134","2,428",706,22.53,70,54.16,45.84,0.0,0.0,0.0,0.0,24.67
KY,Calloway,"7,360","5,275","2,085",28.33,71,54.77,45.23,96.06,2.26,0.38,1.31,19.3
KY,Campbell,"14,779","8,460","6,319",42.76,71,54.62,45.38,95.89,1.49,0.45,2.17,16.09
KY,Carlisle,"1,216",906,310,25.49,71,53.97,46.03,0.0,0.0,0.0,0.0,25.83
KY,Carroll,"2,188","1,505",683,31.22,69,53.16,46.84,0.0,0.0,0.0,0.0,27.31
KY,Carter,"6,301","4,508","1,793",28.46,68,50.91,49.09,0.0,0.0,0.0,0.0,34.63
KY,Casey,"3,651","2,894",757,20.73,69,53.49,46.51,0.0,0.0,0.0,0.0,40.15
KY,Christian,"10,337","8,010","2,327",22.51,69,54.57,45.43,77.59,19.64,1.32,1.45,27.32
KY,Clark,"7,400","4,772","2,628",35.51,70,54.34,45.66,93.78,4.61,0.57,1.05,21.35
KY,Clay,"4,554","3,493","1,061",23.3,65,48.35,51.65,0.0,0.0,0.0,0.0,51.99
KY,Clinton,"2,405","1,918",487,20.25,68,53.08,46.92,0.0,0.0,0.0,0.0,47.34
KY,Crittenden,"2,128","1,713",415,19.5,70,52.6,47.4,0.0,0.0,0.0,0.0,22.07
KY,Cumberland,"1,703","1,324",379,22.25,70,53.1,46.9,0.0,0.0,0.0,0.0,42.22
KY,Daviess,"20,302","15,657","4,645",22.88,70,55.57,44.43,94.1,3.95,0.61,1.34,22.51
KY,Edmonson,"2,781","2,095",686,24.67,69,51.07,48.93,0.0,0.0,0.0,0.0,31.6
KY,Elliott,"1,530",922,608,39.74,66,46.1,53.9,0.0,0.0,0.0,0.0,47.29
KY,Estill,"3,397","2,498",899,26.46,68,52.76,47.24,0.0,0.0,0.0,0.0,39.95
KY,Fayette,"41,635","26,440","15,195",36.5,72,57.53,42.47,84.53,11.64,1.06,2.77,16.89
KY,Fleming,"3,302","2,368",934,28.29,69,52.87,47.13,0.0,0.0,0.0,0.0,35.05
KY,Floyd,"9,991","7,346","2,645",26.47,64,47.94,52.06,98.79,0.35,0.22,0.64,37.93
KY,Franklin,"12,800","7,780","5,020",39.22,66,51.86,48.14,89.45,8.82,0.53,1.21,50.5
KY,Fulton,"1,670","1,295",375,22.46,69,54.75,45.25,0.0,0.0,0.0,0.0,34.59
KY,Gallatin,"1,093",709,384,35.13,67,53.6,46.4,0.0,0.0,0.0,0.0,29.34
KY,Garrard,"3,566","2,593",973,27.29,69,54.53,45.47,96.37,2.08,0.54,1.0,27.92
KY,Grant,"4,674","2,757","1,917",41.01,68,52.19,47.81,0.0,0.0,0.0,0.0,24.19
KY,Graves,"8,333","5,907","2,426",29.11,70,55.53,44.47,94.26,4.13,0.83,0.78,27.66
KY,Grayson,"5,789","4,617","1,172",20.25,69,52.0,48.0,98.44,0.5,0.24,0.82,31.45
KY,Green,"2,723","2,090",633,23.25,70,53.83,46.17,0.0,0.0,0.0,0.0,34.07
KY,Greenup,"9,132","6,597","2,535",27.76,69,53.3,46.7,98.06,0.47,0.24,1.23,22.45
KY,Hancock,"1,816","1,479",337,18.56,70,49.22,50.78,0.0,0.0,0.0,0.0,18.73
KY,Hardin,"17,556","14,184","3,372",19.21,70,54.54,45.46,85.95,8.97,1.83,3.24,17.39
KY,Harlan,"7,176","5,664","1,512",21.07,66,46.1,53.9,96.95,2.4,0.26,0.39,36.79
KY,Harrison,"3,790","2,713","1,077",28.42,69,55.03,44.97,96.42,2.43,0.48,0.66,27.28
KY,Hart,"3,828","3,036",792,20.69,69,53.16,46.84,92.62,6.09,0.36,0.92,35.18
KY,Henderson,"9,369","6,454","2,915",31.11,70,55.08,44.92,90.86,7.19,0.56,1.39,23.09
KY,Henry,"3,207","2,017","1,190",37.11,70,53.3,46.7,0.0,0.0,0.0,0.0,23.65
KY,Hickman,"1,303","1,000",303,23.25,71,55.6,44.4,0.0,0.0,0.0,0.0,32.5
KY,Hopkins,"10,096","7,536","2,560",25.36,69,53.97,46.03,92.46,5.93,0.5,1.1,24.91
KY,Jackson,"2,882","2,245",637,22.1,66,50.33,49.67,0.0,0.0,0.0,0.0,47.57
KY,Jefferson,"132,366","85,653","46,713",35.29,71,56.2,43.8,81.75,14.35,0.83,3.07,16.48
KY,Jessamine,"8,081","5,291","2,790",34.53,70,55.34,44.66,94.44,3.1,0.91,1.55,22.47
KY,Johnson,"5,670","4,177","1,493",26.33,66,49.08,50.92,0.0,0.0,0.0,0.0,35.03
KY,Kenton,"25,039","14,761","10,278",41.05,71,55.41,44.59,94.06,3.17,0.53,2.24,17.09
KY,Knott,"3,664","2,578","1,086",29.64,66,45.46,54.54,0.0,0.0,0.0,0.0,39.88
KY,Knox,"7,310","5,795","1,515",20.73,66,52.15,47.85,0.0,0.0,0.0,0.0,48.51
KY,Larue,"3,123","2,367",756,24.21,70,54.71,45.29,0.0,0.0,0.0,0.0,26.57
KY,Laurel,"12,721","9,740","2,981",23.43,67,52.27,47.73,98.29,0.65,0.3,0.77,35.68
KY,Lawrence,"3,723","2,905",818,21.97,67,48.02,51.98,0.0,0.0,0.0,0.0,34.04
KY,Lee,"1,698","1,316",382,22.5,66,50.46,49.54,0.0,0.0,0.0,0.0,49.24
KY,Leslie,"2,770","2,029",741,26.75,66,46.03,53.97,99.41,0.0,0.0,0.59,41.7
KY,Letcher,"5,925","4,448","1,477",24.93,66,46.47,53.53,0.0,0.0,0.0,0.0,35.66
KY,Lewis,"2,787","2,130",657,23.57,68,50.09,49.91,0.0,0.0,0.0,0.0,41.03
KY,Lincoln,"5,510","3,937","1,573",28.55,69,53.06,46.94,96.65,2.26,0.36,0.74,35.03
KY,Livingston,"2,419","1,924",495,20.46,70,52.23,47.77,0.0,0.0,0.0,0.0,20.01
KY,Logan,"5,702","4,507","1,195",20.96,71,54.91,45.09,92.01,6.48,0.53,0.98,23.54
KY,Lyon,"2,238","1,648",590,26.36,71,53.88,46.12,0.0,0.0,0.0,0.0,16.93
KY,Madison,"14,427","9,214","5,213",36.13,69,54.62,45.38,94.62,3.34,0.58,1.47,27.01
KY,Magoffin,"2,972","2,122",850,28.6,65,46.04,53.96,0.0,0.0,0.0,0.0,46.61
KY,Marion,"3,753","2,919",834,22.22,70,54.54,45.46,0.0,0.0,0.0,0.0,32.82
KY,Marshall,"8,070","6,176","1,894",23.47,71,52.49,47.51,0.0,0.0,0.0,0.0,18.02
KY,Martin,"2,693","2,016",677,25.14,64,43.85,56.15,0.0,0.0,0.0,0.0,35.47
KY,Mason,"3,757","2,730","1,027",27.34,70,55.13,44.87,0.0,0.0,0.0,0.0,29.85
KY,McCracken,"15,010","11,582","3,428",22.84,71,56.03,43.97,89.53,8.94,0.4,1.14,20.79
KY,McCreary,"3,708","2,891",817,22.03,66,48.32,51.68,0.0,0.0,0.0,0.0,49.05
KY,McLean,"2,304","1,664",640,27.78,69,52.76,47.24,0.0,0.0,0.0,0.0,23.74
KY,Meade,"4,851","3,814","1,037",21.38,68,50.39,49.61,95.1,2.44,0.81,1.65,19.09
KY,Menifee,"1,608","1,006",602,37.44,68,50.1,49.9,0.0,0.0,0.0,0.0,42.35
KY,Mercer,"4,831","3,366","1,465",30.32,70,55.56,44.44,95.19,2.97,0.42,1.43,22.04
KY,Metcalfe,"2,387","1,615",772,32.34,68,54.61,45.39,0.0,0.0,0.0,0.0,40.25
KY,Monroe,"2,618","2,034",584,22.31,69,53.39,46.61,0.0,0.0,0.0,0.0,39.82
KY,Montgomery,"5,521","3,651","1,870",33.87,69,56.34,43.66,0.0,0.0,0.0,0.0,31.22
KY,Morgan,"2,733","1,770",963,35.24,67,50.06,49.94,0.0,0.0,0.0,0.0,46.21
KY,Muhlenberg,"7,323","5,666","1,657",22.63,69,53.28,46.72,96.24,2.68,0.28,0.79,25.45
KY,Nelson,"8,559","6,391","2,168",25.33,70,55.05,44.95,94.04,4.43,0.61,0.92,19.76
KY,Nicholas,"1,569","1,191",378,24.09,69,54.07,45.93,0.0,0.0,0.0,0.0,32.16
KY,Ohio,"5,375","3,972","1,403",26.1,69,50.05,49.95,98.09,0.93,0.3,0.68,27.84
KY,Oldham,"8,240","5,497","2,743",33.29,71,53.54,46.46,92.29,3.09,1.02,3.6,10.61
KY,Owen,"2,188","1,435",753,34.41,69,50.31,49.69,0.0,0.0,0.0,0.0,28.01
KY,Owsley,"1,033",796,237,22.94,67,49.12,50.88,0.0,0.0,0.0,0.0,60.18
KY,Pendleton,"2,822","1,742","1,080",38.27,68,51.72,48.28,0.0,0.0,0.0,0.0,22.96
KY,Perry,"6,636","5,049","1,587",23.92,66,49.75,50.25,0.0,0.0,0.0,0.0,39.1
KY,Pike,"15,931","11,893","4,038",25.35,65,47.67,52.33,98.86,0.32,0.21,0.61,31.44
KY,Powell,"2,871","1,980",891,31.03,66,51.36,48.64,0.0,0.0,0.0,0.0,41.41
KY,Pulaski,"15,720","11,248","4,472",28.45,68,53.2,46.8,97.78,1.07,0.36,0.79,33.19
KY,Robertson,449,326,123,27.39,69,52.76,47.24,0.0,0.0,0.0,0.0,36.5
KY,Rockcastle,"3,757","2,879",878,23.37,68,52.69,47.31,0.0,0.0,0.0,0.0,41.92
KY,Rowan,"4,253","2,634","1,619",38.07,67,53.04,46.96,0.0,0.0,0.0,0.0,38.53
KY,Russell,"4,189","3,170","1,019",24.33,69,52.71,47.29,98.11,0.54,0.41,0.95,38.49
KY,Scott,"6,981","4,262","2,719",38.95,70,54.81,45.19,91.79,5.4,1.03,1.78,19.66
KY,Shelby,"7,492","4,967","2,525",33.7,71,53.09,46.91,90.68,6.56,1.05,1.71,18.08
KY,Simpson,"3,651","2,845",806,22.08,70,55.22,44.78,88.61,9.84,0.53,1.02,20.28
KY,Spencer,"2,894","1,954",940,32.48,69,50.26,49.74,0.0,0.0,0.0,0.0,18.32
KY,Taylor,"5,740","4,456","1,284",22.37,70,55.68,44.32,94.32,4.69,0.29,0.7,29.96
KY,Todd,"2,290","1,856",434,18.95,70,53.72,46.28,88.04,10.24,0.7,1.02,27.1
KY,Trigg,"3,641","2,670",971,26.67,70,50.79,49.21,90.75,7.3,0.79,1.16,18.88
KY,Trimble,"1,769","1,244",525,29.68,69,50.8,49.2,0.0,0.0,0.0,0.0,24.28
KY,UNKNOWN,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,Union,"2,958","2,236",722,24.41,70,52.55,47.45,91.5,7.02,0.63,0.85,20.35
KY,Warren,"18,340","13,628","4,712",25.69,70,55.4,44.6,89.2,7.78,1.01,2.01,23.72
KY,Washington,"2,526","1,898",628,24.86,71,56.48,43.52,91.68,6.16,0.79,1.37,28.35
KY,Wayne,"4,874","3,569","1,305",26.77,68,51.61,48.39,96.75,1.99,0.45,0.81,44.72
KY,Webster,"2,895","2,070",825,28.5,69,51.74,48.26,0.0,0.0,0.0,0.0,22.71
KY,Whitley,"8,176","6,402","1,774",21.7,67,50.91,49.09,98.52,0.3,0.36,0.83,38.39
KY,Wolfe,"1,886","1,352",534,28.31,66,47.56,52.44,0.0,0.0,0.0,0.0,55.33
KY,Woodford,"4,988","2,953","2,035",40.8,71,55.64,44.36,91.94,5.28,0.78,2.0,14.83
LA,Acadia,"10,478","9,025","1,453",13.87,70,53.63,46.37,81.8,15.89,1.26,1.05,33.35
LA,Allen,"4,263","3,658",605,14.19,70,54.18,45.82,79.99,17.3,1.04,1.67,33.73
LA,Ascension,"15,104","6,266","8,838",58.51,68,53.85,46.15,71.39,22.89,3.18,2.55,25.18
LA,Assumption,"4,392","3,005","1,387",31.58,69,52.78,47.22,65.62,29.82,2.9,1.66,34.01
LA,Avoyelles,"8,350","7,044","1,306",15.64,69,54.81,45.19,73.65,23.78,0.97,1.6,44.48
LA,Beauregard,"6,444","5,607",837,12.99,70,53.49,46.51,86.27,11.08,1.25,1.41,22.9
LA,Bienville,"3,163","2,580",583,18.43,71,55.62,44.38,0.0,0.0,0.0,0.0,34.34
LA,Bossier,"18,192","14,511","3,681",20.23,71,55.97,44.03,79.55,16.25,1.77,2.43,20.07
LA,Caddo,"44,825","34,199","10,626",23.71,70,56.88,43.12,58.88,38.28,0.96,1.87,29.6
LA,Calcasieu,"34,197","27,847","6,350",18.57,70,55.26,44.74,75.79,21.36,1.38,1.48,22.98
LA,Caldwell,"2,025","1,527",498,24.59,71,53.63,46.37,84.28,13.75,0.79,1.18,33.33
LA,Cameron,"1,038",866,172,16.57,71,51.85,48.15,0.0,0.0,0.0,0.0,17.78
LA,Catahoula,"2,124","1,756",368,17.33,70,52.16,47.84,0.0,0.0,0.0,0.0,37.19
LA,Claiborne,"3,225","2,634",591,18.33,71,54.56,45.44,0.0,0.0,0.0,0.0,31.89
LA,Concordia,"3,963","3,223",740,18.67,70,55.13,44.87,66.03,32.39,0.78,0.81,35.18
LA,DeSoto,"5,462","4,533",929,17.01,70,53.76,46.24,62.32,35.61,0.82,1.26,28.04
LA,East Baton Rouge,"66,175","34,016","32,159",48.6,70,55.12,44.88,60.3,34.53,1.74,3.43,25.54
LA,East Carroll,"1,315",969,346,26.31,70,54.18,45.82,0.0,0.0,0.0,0.0,47.16
LA,East Feliciana,"3,954","2,357","1,597",40.39,70,51.76,48.24,0.0,0.0,0.0,0.0,29.7
LA,Evangeline,"6,574","6,030",544,8.28,68,51.97,48.03,74.39,24.0,0.48,1.13,42.59
LA,Franklin,"4,289","3,387",902,21.03,71,54.56,45.44,74.37,24.68,0.41,0.53,38.94
LA,Grant,"3,935","3,164",771,19.59,69,51.49,48.51,88.59,9.7,0.79,0.92,27.59
LA,Iberia,"12,947","11,309","1,638",12.65,70,53.52,46.48,64.43,28.69,4.16,2.71,31.24
LA,Iberville,"5,809","2,693","3,116",53.64,69,53.73,46.27,54.25,41.59,2.27,1.89,34.94
LA,Jackson,"3,371","2,577",794,23.55,72,53.43,46.57,77.57,21.15,0.54,0.74,24.72
LA,Jefferson,"78,851","29,888","48,963",62.1,69,56.11,43.89,65.83,22.06,6.74,5.37,31.14
LA,Jefferson Davis,"5,579","5,025",554,9.93,71,54.87,45.13,81.75,15.72,1.05,1.47,29.15
LA,LaSalle,"2,768","2,345",423,15.28,70,53.9,46.1,0.0,0.0,0.0,0.0,29.77
LA,Lafayette,"32,646","27,126","5,520",16.91,71,56.3,43.7,75.19,20.12,2.21,2.48,22.96
LA,Lafourche,"16,481","11,900","4,581",27.8,70,54.52,45.48,84.55,11.36,2.71,1.38,26.18
LA,Lincoln,"6,559","5,165","1,394",21.25,72,56.34,43.66,69.91,28.0,0.6,1.49,23.74
LA,Livingston,"19,597","8,587","11,010",56.18,68,54.06,45.94,91.41,5.24,1.83,1.53,25.4
LA,Madison,"1,850","1,598",252,13.62,70,55.44,44.56,49.56,49.06,0.69,0.69,41.74
LA,Morehouse,"5,984","4,261","1,723",28.79,70,54.78,45.22,0.0,0.0,0.0,0.0,37.06
LA,Natchitoches,"6,955","5,803","1,152",16.56,70,55.11,44.89,64.07,32.66,1.41,1.86,32.62
LA,Orleans,"55,238","25,617","29,621",53.62,67,53.96,46.04,32.81,60.23,2.53,4.43,43.4
LA,Ouachita,"25,886","19,226","6,660",25.73,71,57.09,42.91,73.23,24.72,0.67,1.38,28.67
LA,Plaquemines,"3,284","1,383","1,901",57.89,69,50.54,49.46,67.61,22.2,3.33,6.87,34.06
LA,Pointe Coupee,"4,422","2,312","2,110",47.72,71,55.8,44.2,65.14,32.01,1.04,1.82,32.35
LA,Rapides,"25,456","20,721","4,735",18.6,69,55.46,44.54,72.9,24.24,1.03,1.83,30.49
LA,Red River,"1,540","1,216",324,21.04,70,54.28,45.72,0.0,0.0,0.0,0.0,35.77
LA,Richland,"4,052","3,131",921,22.73,70,54.84,45.16,0.0,0.0,0.0,0.0,38.49
LA,Sabine,"5,104","4,270",834,16.34,70,50.28,49.72,85.48,11.64,1.48,1.41,25.83
LA,St. Bernard,"5,662","2,655","3,007",53.11,66,53.11,46.89,70.92,16.87,9.6,2.6,37.55
LA,St. Charles,"7,836","3,191","4,645",59.28,68,53.84,46.16,66.62,27.95,3.67,1.75,28.24
LA,St. Helena,"2,738","1,753",985,35.98,68,52.88,47.12,0.0,0.0,0.0,0.0,46.61
LA,St. James,"4,010","2,014","1,996",49.78,70,53.62,46.38,55.11,42.7,0.99,1.19,30.04
LA,St. John the Baptist,"7,366","3,203","4,163",56.52,66,52.92,47.08,44.18,51.01,3.15,1.65,36.22
LA,St. Landry,"17,512","14,589","2,923",16.69,70,53.51,46.49,62.99,34.82,1.01,1.18,36.32
LA,St. Martin,"9,259","7,500","1,759",19.0,70,52.72,47.28,70.09,26.61,1.25,2.04,30.84
LA,St. Mary,"9,779","7,948","1,831",18.72,70,53.77,46.23,65.4,29.42,2.92,2.26,31.61
LA,St. Tammany,"44,374","20,694","23,680",53.36,70,54.91,45.09,84.46,9.78,2.75,3.01,19.57
LA,Tangipahoa,"20,523","13,306","7,217",35.17,68,54.3,45.7,69.31,27.6,1.74,1.36,39.09
LA,Tensas,"1,073",898,175,16.31,71,55.57,44.43,0.0,0.0,0.0,0.0,40.31
LA,Terrebonne,"18,748","15,380","3,368",17.96,69,52.68,47.32,77.59,17.82,1.56,3.04,30.38
LA,UNKNOWN,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,Union,"4,829","3,589","1,240",25.68,71,52.49,47.51,80.69,17.33,0.95,1.03,25.05
LA,Vermilion,"10,272","9,113","1,159",11.28,71,53.8,46.2,83.5,11.66,2.35,2.49,27.63
LA,Vernon,"6,924","6,316",608,8.78,69,52.71,47.29,84.07,10.21,2.79,2.93,23.83
LA,Washington,"10,014","6,794","3,220",32.15,69,54.06,45.94,72.7,25.92,0.75,0.63,38.09
LA,Webster,"8,890","6,988","1,902",21.39,71,56.31,43.69,71.59,26.93,0.4,1.07,28.55
LA,West Baton Rouge,"3,924","1,766","2,158",54.99,69,54.02,45.98,59.68,37.26,1.53,1.53,31.14
LA,West Carroll,"2,521","1,911",610,24.2,72,54.89,45.11,88.54,10.05,0.73,0.68,30.19
LA,West Feliciana,"1,843","1,139",704,38.2,70,52.77,47.23,70.41,25.99,1.05,2.55,24.23
LA,Winn,"2,892","2,359",533,18.43,70,54.77,45.23,0.0,0.0,0.0,0.0,33.53
MA,Barnstable,"67,598","58,548","9,050",13.39,74,56.08,43.92,94.03,1.14,1.19,3.64,14.4
MA,Berkshire,"31,272","29,294","1,978",6.33,71,54.97,45.03,93.75,1.84,1.24,3.17,28.05
MA,Bristol,"107,437","86,711","20,726",19.29,69,55.51,44.49,87.3,2.48,6.7,3.52,33.97
MA,Dukes,"4,139","4,045",94,2.27,73,54.68,45.32,87.07,5.07,1.56,6.3,14.61
MA,Essex,"137,549","106,646","30,903",22.47,71,56.52,43.48,86.24,1.62,8.46,3.68,28.48
MA,Franklin,"15,660","12,159","3,501",22.36,69,53.88,46.12,94.03,0.99,1.65,3.33,32.17
MA,Hampden,"90,906","62,483","28,423",31.27,68,54.92,45.08,76.28,7.01,13.64,3.08,38.79
MA,Hampshire,"28,049","22,303","5,746",20.49,71,55.85,44.15,92.01,1.49,2.48,4.01,24.79
MA,Middlesex,"229,354","167,075","62,279",27.15,72,56.89,43.11,86.07,3.02,3.74,7.17,23.87
MA,Nantucket,"1,662","1,625",37,2.23,74,52.62,47.38,90.77,1.97,1.11,6.15,9.85
MA,Norfolk,"111,554","86,828","24,726",22.17,73,57.36,42.64,88.03,3.87,1.79,6.31,21.51
MA,Plymouth,"93,990","77,659","16,331",17.38,71,55.72,44.28,89.81,3.96,2.31,3.92,22.44
MA,Suffolk,"93,494","66,879","26,615",28.47,70,55.67,44.33,57.48,22.55,11.79,8.19,43.66
MA,UNKNOWN,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA,Worcester,"134,539","83,461","51,078",37.97,69,53.67,46.33,87.28,2.13,6.04,4.55,31.02
MD,Allegany,"16,212","14,899","1,313",8.1,72,55.67,44.33,96.1,2.11,0.38,1.42,22.73
MD,Anne Arundel,"78,529","70,606","7,923",10.09,72,56.47,43.53,81.5,12.47,1.55,4.47,11.3
MD,Baltimore,"139,532","121,839","17,693",12.68,73,58.11,41.89,74.77,19.41,1.24,4.58,15.63
MD,Baltimore City,"90,589","74,045","16,544",18.26,69,57.36,42.64,30.5,66.19,1.03,2.29,35.57
MD,Calvert,"12,950","12,354",596,4.6,72,55.18,44.82,80.97,15.1,1.24,2.7,12.18
MD,Caroline,"5,979","5,656",323,5.4,71,54.65,45.35,83.1,13.81,0.74,2.35,21.78
MD,Carroll,"27,982","26,328","1,654",5.91,73,56.73,43.27,93.35,2.95,0.66,3.03,11.01
